#fields:  name;RG;dataNascimento
Ford Bartlett;989689021;1989-04-25
Helene Black;182905033;1931-05-03
Rena Fitzpatrick;180944796;1967-03-25
Workman Gilmore;636348363;1986-07-23
Howell Soto;822060336;1954-05-27
Marisa Sharpe;967245313;1918-03-07
Susie Chang;163562759;1991-05-23
Sofia Kramer;314867490;1956-10-05
Ochoa Everett;399735702;1926-12-31
Kim Morton;402727297;1935-02-22
Estrada Vazquez;813018268;2013-01-22
Harrington Miles;803087935;1976-05-13
James Day;760511149;1941-02-27
Flores Stafford;805321372;2013-04-18
Duke Frederick;382776630;1939-02-15
Carlson Doyle;721303006;2003-09-21
Tania Bishop;686330624;1928-11-26
Debbie Castro;880038365;1924-12-20
Sandy Schroeder;518196151;1947-01-13
Parsons Miranda;767572222;2013-09-16
Yvette Davis;693897760;1947-02-10
Saundra Merritt;146796734;2003-06-22
Jannie Mcmahon;478284173;1952-02-09
Elisabeth Fields;540924024;1981-12-21
Johanna Shields;716869844;1959-10-20
Gregory Higgins;40051831;1988-08-22
Faulkner Vaughn;245462826;1996-12-25
Evangelina Pittman;937869708;1956-02-13
Garrison Small;939011843;1996-03-04
Marva Acosta;614926755;1996-10-27
Cecile Webster;693258322;1977-06-04
Wendy Estrada;177221188;1993-03-04
Singleton Summers;134452077;1969-09-02
Miller Acevedo;573444752;1928-11-22
Odom Sampson;471999246;1974-01-07
Jacobs Burton;11600004;2005-10-14
Conrad Navarro;219011594;1943-01-11
Tameka Morales;833843494;1941-06-19
Gomez Holcomb;731550390;1995-09-22
Gaines Crosby;446240229;1996-10-24
Campos Todd;556880120;1981-08-19
Lynn Patterson;96649872;2004-06-17
Rosanna Gates;251818310;1980-03-12
Candice Cannon;220320017;1950-06-27
Carmela Mcconnell;839680216;1927-01-19
Diana Powell;785611568;1987-10-11
Lamb Ayala;932642756;1944-09-18
Tamera Mcgowan;494708671;1939-11-16
Whitaker Cash;136398837;2001-04-11
Lowery Trevino;428717715;1997-04-28
Angie Espinoza;992335660;1986-09-18
Ebony Brock;590687022;1944-07-21
Dianne Joyner;931372077;1981-06-07
Mathews Hart;889995666;1992-11-26
Morrow Henson;536544704;1989-01-15
William Guthrie;223087238;2005-08-05
Corrine Lloyd;683484331;2016-01-23
Dee Marshall;2144863;1991-05-14
Mattie Rivers;494903448;2000-05-31
Melba Cummings;517607024;1918-06-19
Rutledge Blanchard;580386179;1939-05-15
Faith Estes;924960893;1996-02-04
Pruitt Mckenzie;186683280;1981-04-04
Abbott Cain;151379780;1955-10-31
Wilda Berry;835449329;1973-07-13
Pace Quinn;135314117;1995-04-12
Gilda Walker;22984024;1928-12-18
Vinson Donovan;216027042;1996-02-02
Marcy Kerr;952157023;1994-06-22
Mccall Kinney;158176999;1974-10-02
Calhoun Ballard;78291844;1920-04-03
Hull Simmons;909985182;2009-04-05
Jeannine Flores;969279509;1956-05-13
Kathleen Stone;177643087;1921-10-26
Beverley Mathews;439691332;2001-12-05
Salas Walters;858279945;1970-01-29
Tate Moore;743502671;1969-01-22
Kathrine Lee;309647723;1950-04-18
Allison Cantu;400648502;1998-08-25
Booker Levy;790124926;1951-09-19
Brittany Valencia;834965611;1987-06-13
Holland Ratliff;761987015;1942-01-07
Sampson Velazquez;684076995;1997-06-22
Herminia Hines;457940617;1961-05-12
Tammy Oneal;547419670;1925-08-19
Lilian Bullock;223236131;1918-03-13
Lavonne May;977366797;1969-10-25
Eleanor Chandler;32229612;1984-02-11
Staci Hoover;118046217;1936-01-05
Bruce Mercer;669091946;1941-11-29
Katelyn Rocha;112588661;2005-01-04
Mamie Armstrong;799601562;1958-10-04
Franklin Vang;978764879;1922-02-11
Witt Frye;357307196;2013-02-21
Angelita Woodward;256990934;1919-05-13
Goodman Stark;792518609;1953-07-24
Burton Zimmerman;397126072;1920-01-02
Holmes Salinas;42544494;1973-08-07
Kelli Barron;485577789;2011-09-12
Jaime Carrillo;987827072;2010-04-27
White Hebert;647013916;1976-09-21
Fernandez Floyd;475558687;1928-01-12
Irma Bell;52398100;1994-09-17
Nolan Rivas;972455792;1916-04-17
Franks Pickett;216184695;2005-01-15
Nichole Willis;955714123;1972-08-09
Wheeler Ramirez;630384485;1979-11-25
Noble Pruitt;410194212;1926-11-16
Madeline Richards;312136214;1916-03-22
Raquel Wheeler;153361427;1972-03-01
Guadalupe Case;690559917;2013-03-11
Fowler Gilliam;333615414;1943-08-17
Bernard Gallagher;226340162;1949-06-24
Porter Campbell;579634078;1975-02-23
Drake Robinson;48576306;1981-09-30
Ware Thornton;179579392;2016-03-05
Ratliff Conrad;820876315;1920-04-11
Vera Harper;971380027;2002-12-08
Dianna Duffy;466665653;1995-08-12
Rachael Stephens;592541529;1942-08-26
Lambert Owen;622583037;1972-12-04
Ginger Ewing;433817340;1967-12-09
Latoya Little;1568710;1982-03-16
Doyle Bird;365898966;1936-03-25
Carolyn Dean;659781500;1967-07-12
Gillespie Reilly;523495253;1983-04-03
Mclean Potts;554259294;1963-08-27
Sharp Woods;428634453;1984-11-07
Jacquelyn Ford;334645046;2006-12-19
Beatrice Clay;484853032;1946-01-17
Ewing Riley;852704601;2001-02-27
May Hinton;571362646;1970-09-10
Nona Hicks;210565306;1958-01-02
Darlene Adkins;596698907;1968-06-11
Cotton Madden;782493028;1997-06-27
Glenna Bradford;579548211;1939-11-15
Lupe Turner;685217566;1974-11-13
Clements Mays;75680192;1969-07-07
Monique Hyde;690119759;1992-11-15
Holly Juarez;659748111;1941-08-30
Hill Chan;55247065;1983-02-10
Battle Mack;161682709;1984-02-18
Erickson Macdonald;924049445;1955-02-18
Ruth Shaffer;468832039;1970-10-16
Brenda Wolf;488184560;1925-12-20
Krystal Russo;934484370;1933-08-14
Hopkins Durham;504572161;1920-02-19
Calderon Rich;698855599;2012-03-21
Ella Myers;916357216;1935-11-28
Marsha Alvarado;29091792;1978-04-18
Roy Erickson;400334468;2001-10-12
Mason Duncan;41200119;1928-10-11
Barker Lawrence;790785068;1989-07-18
Espinoza Cline;766213436;2007-12-14
Kerry Solis;458862067;1918-05-03
Graham Francis;424550914;1960-11-18
Cheryl Rivera;75147961;2008-07-30
Vaughan Ellison;303864288;1954-08-16
Ruby Reyes;553794024;1983-09-25
Meyer Salas;742662620;1962-11-01
Eve Bridges;735669846;1935-09-23
Dorothy Gaines;159158722;1990-12-03
Kris Glass;18520446;1963-09-11
Alford Hartman;783455575;2015-12-06
Santana Meadows;347999623;2004-03-04
Mcmillan Dalton;3127988;2014-09-17
Talley Olsen;894856128;1959-07-27
Olsen Mcclain;832001992;1926-11-11
Maureen Schneider;248267096;1979-01-12
Coffey Browning;815897315;2003-02-18
Young Singleton;971692974;2003-12-18
Valeria Chase;367192645;1983-09-09
Miles Mccarthy;979262093;1971-05-14
Traci Mullins;457774987;1960-08-01
Potts Stewart;968851129;1973-10-21
Reynolds Rhodes;447927983;1950-05-30
Pansy Donaldson;519722243;1928-10-15
Macias Price;351542002;2006-10-14
Aileen Norton;623197104;1915-04-05
Sue Ortiz;788346699;2011-10-31
Hebert Cohen;22621471;1937-06-27
Quinn Jensen;376085716;1957-01-15
Rosario Bonner;749512225;1917-07-18
Carr Moss;125294916;2008-06-22
Anne Schmidt;501326356;1992-09-19
Mcclure Aguirre;145494536;1916-05-27
Pearl Curtis;674779241;1990-03-06
Alexandra Odonnell;319146912;1974-11-25
Puckett Harris;55731571;1982-11-29
Kasey Tillman;679623148;1930-11-05
Clemons Vance;710708908;1940-09-30
Rosa Gentry;689214914;1996-01-06
Cheri Salazar;868398241;1983-08-08
Henrietta Frazier;8548704;1965-01-05
Victoria Bright;587649755;1953-12-07
Rich Lambert;336731304;1962-06-24
Phelps Tate;328100367;2001-06-02
Earline Garrett;493668641;1965-08-23
James Maynard;979115318;1982-06-25
Alexander House;712950552;2015-10-12
Yesenia Langley;177635095;1982-02-05
Perez Sanford;648839005;2002-11-01
Ball Lamb;439622921;1998-03-03
Justine Kline;398101280;1920-05-27
Kim Emerson;666870901;1934-01-17
Karla Frank;903320022;1926-08-01
Mccarthy Dyer;219765970;1946-12-13
Dyer Clayton;967520799;2005-09-03
Briggs Jefferson;172596279;1965-02-14
Stacey Jennings;190981156;1974-07-22
Wendi George;561839143;1955-12-12
Huffman Hubbard;991924702;1963-06-18
Jeannette Pennington;740186872;1972-11-24
Mosley Pearson;356023538;1915-04-23
Cochran Fry;153301449;1952-03-31
Lee Burns;555803449;1983-08-12
Ramirez Beasley;464035496;1984-08-05
Winnie Castillo;235200504;1999-02-22
Ashley Irwin;480896968;1955-09-26
Valenzuela Nolan;283996155;1966-12-11
Celeste Pope;514482327;1952-12-27
Berg Carr;820160224;1941-03-18
Esmeralda Dawson;866155995;2002-10-08
Felecia Beard;655167890;1985-07-11
Ortega Workman;39445738;1975-06-07
Bright Wilkinson;215294456;1918-10-19
Neal Curry;941471992;1943-07-10
Forbes Howell;405613179;2006-01-24
Angelica Morrow;996085763;2010-07-27
Joan Hull;85558438;1953-12-19
Murray Marquez;307989662;1980-05-01
Tami Cantrell;61721849;2012-07-29
Terry Farmer;319832197;1916-12-25
Ashley Tanner;39524948;1930-06-23
Carey Travis;42150241;1942-09-23
Ester Spears;107376877;1997-07-05
Chaney Baker;599778083;1954-01-24
Good Pace;808652867;1990-03-07
Donna Meyers;627117162;1963-02-20
Flora Buchanan;958705501;1923-10-25
Gloria Knapp;733977861;1983-08-05
Georgette Coffey;266987188;1989-08-25
Brewer Melendez;751453250;2010-06-20
Roberts Fowler;820775397;1960-03-29
Lillie Stokes;725994463;1982-12-26
Marylou Hogan;195061828;2009-09-10
Burnett Daniel;258936004;1995-08-29
Cortez Gardner;607216702;1944-10-20
Spence Giles;17116626;1940-05-14
Burt Mcfadden;315250554;1954-02-07
Blevins Stuart;349082140;1987-11-22
Henderson Herrera;451559293;2009-03-21
Mcdonald Sheppard;398609899;1947-10-14
Rosalinda Parks;416603495;1933-10-25
Lacy Gillespie;902205930;1976-09-25
Delgado Buckner;873700814;1956-06-27
Shelby Aguilar;700378790;2001-10-12
Twila Pugh;441917987;1929-06-05
Charles Reese;546458064;1977-08-15
Shawn Love;448166856;1929-10-02
Marta Pena;41098365;1937-11-25
Brigitte Schwartz;157622343;1916-09-09
Myers Harrell;802682233;1953-05-25
Jasmine Oneil;798688885;2006-09-26
Richmond Mccarty;515623720;1928-06-28
Pickett Hayes;500399748;1999-06-02
Enid Vargas;336686592;1975-04-14
Sonia Peck;968908398;1926-10-23
Murphy Roy;739105260;1947-11-23
Socorro Berger;891546854;1995-01-25
Beryl England;980455372;1918-04-02
Justice Alexander;623317659;1955-09-28
Sullivan Shelton;662524631;1946-12-05
Sheila Church;712847819;1967-08-05
Sallie Knight;833722972;1942-08-01
Mclaughlin Ware;196867860;1916-05-08
Paul Newton;578323242;1940-09-08
Cooley Holman;775049512;2008-05-29
Spears Beach;317798860;1954-11-06
Sharpe Ryan;967014857;1938-04-09
Keith Barry;171220269;2013-11-07
Lilia Cotton;958446883;1963-08-21
Sarah Fletcher;640965860;2014-08-09
Madge Klein;109730395;2016-02-14
Davis Benjamin;889810912;1931-01-13
Meadows Vega;266430394;1997-10-03
Tricia Barrera;647178158;1980-09-26
Tamika Horton;88183804;2009-08-23
Pratt Nieves;810698387;1947-05-10
Ross Grimes;322108074;1959-01-08
Stokes Gordon;515356945;1951-10-05
Barron Hodges;274194592;1957-05-21
Tina Whitney;505744703;1940-01-23
Jane Morse;850495082;2000-10-21
Robbie Bryan;254722832;1983-04-13
Rosa Mcclure;404770382;2000-03-17
Haley Guy;271125616;1933-05-29
Carlene Mccray;897261646;2007-07-30
Kemp Foster;364513577;2009-11-06
Hale Johns;461077897;1923-02-26
Noelle Petersen;352043296;2000-11-14
Juanita Parrish;488848521;2008-07-15
Frederick Whitaker;436713969;1947-04-15
Selma Greer;722446443;1919-09-14
Sheppard Henderson;568789155;1929-12-13
Greer Baldwin;98294411;2014-08-02
Merritt Delacruz;846871828;1959-03-10
Neva Allison;146873652;1977-06-20
Fischer Dickson;978154732;2015-06-21
Roxanne Barber;657775245;1962-10-12
Alyce Merrill;26489804;2015-02-16
Lott Lawson;837992804;1961-10-18
Schneider Baxter;906964233;1958-05-05
Strickland Watts;961028402;1989-08-02
Cherie Kelley;107867488;1995-08-23
Georgia Rios;207168646;1933-03-09
Long Wilkins;859146039;1997-04-30
Earnestine Peterson;109727771;2003-02-04
Shanna Boyle;30821354;1926-07-27
Maryellen Hancock;462315902;1994-07-23
Gibson Neal;442273234;1956-01-17
Lucille Horne;201486457;1940-10-25
Key Camacho;420632169;1920-03-21
Fay Munoz;364379616;2012-04-15
Potter Mendez;556885044;1943-01-06
Catalina Kennedy;714293615;1981-10-11
Brooke Sanchez;788660750;1949-08-15
Hines Ochoa;641781279;1966-08-10
Blankenship Hill;677550330;2015-11-29
Patrice Weaver;1441175;2012-01-31
Sheri Carpenter;772931772;1975-08-10
Dunn Kirk;193717225;1944-02-26
Herrera Keller;87754431;1917-10-19
Ollie Sellers;14962579;1923-07-05
Elsa Holt;299414366;1970-03-12
Jeanette Wright;115997764;1950-04-18
Janine Hurst;450277255;1939-02-15
Johnson Mullen;792493153;1969-05-18
Holder Simon;662524922;1969-06-14
Emilia Beck;747736197;1944-01-02
Terri Valdez;80387732;1953-01-20
Jeri Cabrera;354864969;1992-10-05
Mcfarland Odom;618943319;2015-01-15
Virgie Livingston;287435692;1985-12-23
Parker Franklin;721104547;1990-04-30
Luna Mills;519474480;2004-12-24
Farrell Gay;636968644;1920-12-05
Edwards Lara;112080286;1951-05-11
Foley Olson;566967100;1985-12-24
Lenora Gilbert;712901992;1974-12-04
Lauri Butler;488743492;1938-11-22
Consuelo Downs;747313149;1916-12-02
Margret Raymond;638423368;2009-12-26
Hurst Savage;129424033;1991-11-04
Berta Dillard;354748312;1923-07-04
Helga Hall;440480415;2013-10-16
Jennings Leonard;496072851;1996-05-01
Avila Wyatt;603739684;1922-05-20
Whitfield Mayo;584807568;1980-11-20
Powell Leon;532233396;1935-10-12
Minnie Dunn;584402677;1937-01-12
Petty Casey;291229954;1915-06-22
Chavez Adams;191459791;1979-10-01
Maryanne Chaney;293314926;1967-09-23
Clayton Mclean;305524447;2013-11-15
Estelle Ross;671986962;1997-02-05
Lindsey Hampton;51321263;1971-10-28
Corina Spence;547907356;1956-07-01
England Sweeney;174556475;1959-12-06
Wagner Lindsay;585286194;1983-01-07
Chasity Lane;671820493;1981-11-01
Wiggins Fischer;321490167;1934-09-06
Jewell Franks;149502908;1999-04-05
Dickerson Warren;851129239;1996-07-16
Leach Ferguson;211996292;1960-06-08
Valencia Scott;847344616;2000-10-18
Leola Mcleod;420156312;1957-03-21
Meyers Wallace;659558642;1947-03-31
Macdonald Lott;254537168;1935-06-02
Isabelle Medina;617250393;1936-07-27
Eddie Short;615694337;1930-03-24
Trudy Taylor;205838710;1986-06-27
Maribel Malone;620292290;1989-09-02
Moses Mckay;692346724;1966-02-12
Madden Holloway;524053437;1938-12-18
Tara Whitehead;100107101;1942-02-24
Miriam Hurley;242107565;1942-05-12
Camille Blair;284175123;1996-08-06
Tanya Lowe;25844599;1944-01-07
Le Perkins;827332154;1945-07-31
Mays Brennan;842829903;1917-12-17
Maude Sweet;582385944;2002-05-21
Stephanie David;18325751;1985-09-20
Dean Young;10359305;1988-06-18
Francis Jones;852483294;1989-05-26
Ellison Santana;34473075;1991-03-24
Kimberly Caldwell;652164762;2007-02-19
Corinne Copeland;412097613;1997-01-06
Olive Golden;632747905;2003-05-22
Sherman Finley;687803798;1915-01-26
Verna Daugherty;212214392;1928-04-06
Conley Boyd;548683045;2010-02-06
Bennett Nichols;722571291;1918-11-19
Hamilton Gutierrez;876330764;1961-08-27
Duran Evans;453477406;1925-04-26
Patsy Maldonado;378960893;1992-12-12
Tracie Boyer;394205819;1956-05-01
Georgina Conner;368112134;1986-04-06
Weeks Castaneda;168064645;1947-12-09
Lela Pate;916452257;2000-07-07
Navarro Hensley;370601253;1983-01-08
Tia Hunter;199124738;1998-05-21
Woodward Bolton;153043446;1924-04-03
Mariana Dorsey;662912979;1976-05-04
Keller Chavez;91485356;1962-12-10
Nelson Howe;707830907;1960-08-15
Bond Sims;662036092;1961-05-17
Klein Sawyer;543453582;2003-02-26
Alisha Ortega;400236227;1978-05-09
Jordan Campos;805755832;1951-09-02
Cline Bradley;762859344;1930-09-04
Janette Huber;545169555;1931-06-13
Willis Huffman;2992259;1916-10-17
Church Rowland;259346188;1954-10-28
Margo Gregory;853596891;1931-05-24
Chang Wolfe;467329092;2000-07-03
Carla Rosales;470154020;1943-11-01
Hammond Rush;720014096;1954-08-06
Palmer Leach;888664636;1961-04-16
Michele Tyson;143783595;1993-04-16
Brianna Watson;973911388;2006-10-06
Hogan Craft;416521713;1986-09-15
Christian Webb;620867104;1929-09-13
Pierce Mcgee;156001584;1932-11-11
Tessa Williamson;305676339;1963-08-09
Bass Newman;805333018;1935-12-10
Roberson Mueller;401549601;2002-05-17
Freida Cameron;437182272;1982-12-08
Callie Garner;72316912;1961-08-10
Cobb Zamora;114847816;2009-08-06
Black Orr;781325532;1916-04-10
Garner Dickerson;262878247;1991-12-24
Cole Faulkner;281273426;1982-02-16
Johns Barnes;521341618;1970-03-11
Letitia Stanton;322102779;2015-07-06
Stewart Rogers;942249087;1995-11-05
Alma Bean;789590554;1947-05-24
Isabella Mcpherson;779161344;1932-06-20
Reilly Boone;663045415;1934-03-24
Acevedo Leblanc;67679167;1942-06-22
Belinda Baird;352021267;1957-04-07
Alba Martin;365672898;1996-03-19
Gracie Noel;6288383;1920-06-16
Christie Cherry;414822492;1948-03-08
House Carson;210049671;1962-08-18
Stein Cook;715019989;1941-12-16
Glass Douglas;736673519;1925-08-20
Debora Hickman;592386277;1995-09-07
George Maxwell;359538733;1993-04-07
Adriana Rosa;815737597;1992-08-14
Bridges Graves;967293313;1937-07-21
Santiago Moses;193932006;1960-04-05
Kent White;773537897;1967-11-09
Janie Abbott;364464709;1948-10-12
Osborne Hudson;279017578;1917-10-11
Morin Bryant;646059377;2014-05-14
Marcie Rosario;990182162;1918-08-13
Mollie Shepherd;827221220;2001-12-08
Karin Reeves;933033637;1976-03-01
Lora Ferrell;66942879;1937-08-10
Clara Sosa;560980354;1973-12-30
Hansen Head;120753942;1942-10-02
Marissa Rodriquez;276956758;1937-02-03
Janis Prince;285914856;1927-04-17
Jeanie Mcmillan;915524542;1925-03-06
Marilyn Lucas;195313664;1927-03-26
Harper Villarreal;965460474;1919-10-26
Martin Kane;768230646;1975-09-24
Kelley Walls;232356249;1946-10-01
Wooten Herman;629702990;1927-01-12
Randolph Hendricks;43440330;1944-09-28
Elvia Bradshaw;447513591;2005-05-21
Gay Solomon;885996813;1961-07-29
Gross Mooney;340529367;1961-06-13
Selena Bowman;746454922;1950-02-06
Aguilar Albert;490056204;1999-09-13
Tasha Franco;35390582;1915-10-08
Nell Carey;764112366;1950-02-27
Lloyd Delaney;252788994;2011-08-29
Janell Fuentes;738953743;1980-03-02
Collier Gibson;813418404;1952-12-12
Wall Barnett;329627252;2003-09-16
Blanche Smith;359152116;1975-07-25
Virginia Welch;17962892;2011-06-11
Schroeder Elliott;529118010;1994-01-07
Hannah Jimenez;700418579;1969-09-04
Cathryn Mckinney;367364011;1963-11-12
Jenny Ward;642014857;1959-05-31
Graves Winters;113594579;2008-03-08
Helen Booker;182988221;1985-12-18
Hazel Park;159584171;1990-11-17
Pate Joyce;371466754;2014-01-26
Beulah Berg;928320453;1936-08-26
Cooper Chambers;786750969;2015-03-25
Polly Martinez;664318803;1981-07-30
Curry Gray;618449289;1943-10-30
Hess Robertson;836607858;2003-07-17
Haney Sears;783459723;1919-12-05
Hayes Cruz;577381599;1976-11-14
Farley Jackson;66860470;1922-12-09
Myrtle Norman;218091536;1919-03-24
Genevieve Lang;133628227;1929-05-03
Tommie Norris;332397996;2015-12-25
Romero Gomez;868866809;1937-10-22
Mann Wooten;370080676;1981-12-16
Wilkinson Hawkins;944925212;1916-12-17
Marian Griffin;935923663;2002-04-05
Savannah Holden;368202855;2000-12-16
Lyons Conway;441229597;1987-09-08
Hahn Knowles;107778176;2014-05-26
Eunice Meyer;348398606;1962-10-26
Dolores Arnold;738508944;1938-09-21
Perkins Kaufman;726537059;1997-08-07
Bailey Patrick;443907536;1952-10-04
Harriett Hunt;629776674;1998-05-11
Ada Hansen;158614314;1950-11-19
Simmons Morris;817611964;2011-10-09
Harmon Houston;170214376;1990-11-15
Rasmussen Barton;104758320;1924-10-29
Bates Sandoval;15258573;1924-08-13
Lynnette Morrison;712440076;1984-03-26
Horne Roth;78164707;1983-11-28
Martina Cunningham;250710896;1918-03-28
Melva Walsh;291049875;1986-08-02
Benjamin Forbes;587152793;1973-10-09
Schmidt Cochran;733353227;1974-09-12
Effie Grant;995185725;1920-04-16
Vazquez Molina;616881430;1985-06-15
Vaughn Mcfarland;488532961;1947-09-10
Penny Peters;60086704;1935-01-06
Kline Foley;503435365;2004-09-13
Rosanne Santos;549770517;1940-04-29
Edith Ruiz;734596596;1943-07-20
Mendez Melton;978004969;1916-12-29
Vincent Yates;433097193;1939-01-20
Annette Figueroa;418545245;1958-05-19
Hancock Byrd;309760901;1997-11-15
Flynn Schultz;301351685;2011-08-11
Charity Eaton;999640558;2005-05-28
Patti Heath;586784167;1981-03-17
Lucy Vasquez;1250191;1926-02-27
Patrick Justice;808322555;1948-06-01
Watkins Booth;3475441;1956-06-24
Cynthia Gill;204112689;1977-10-15
Mable Wade;467900919;1963-08-06
Dixie Owens;398750675;1996-11-03
Carpenter Rose;269389009;1945-03-04
Guerra Mcdaniel;456977181;1963-09-02
Raymond Wilson;826604911;1996-02-12
Celia Osborn;382241411;1944-05-24
Kenya Johnston;729214540;1946-01-13
Cervantes Snow;1554351;1933-09-22
Aida Bailey;715277351;1978-12-26
Crosby Tran;379138646;1961-08-25
Dora Robbins;577543390;1926-12-16
Silva Goff;623107749;1918-01-21
Acosta Robles;137251980;1942-10-10
Burris Montoya;898794389;1994-03-21
Montgomery Valenzuela;657666082;1956-07-25
Margarita English;289277642;2008-11-21
Shana Mason;695989940;2012-10-03
Allen Murray;513121332;1983-04-06
